0.0,1686201250061,0.16200953722000122
1.0,1686201257138,0.1470078080892563
2.0,1686201262303,0.16651828587055206
3.0,1686201267225,0.16910794377326965
4.0,1686201272485,0.17688186466693878
5.0,1686201277413,0.21568462252616882
6.0,1686201282780,0.11566726118326187
7.0,1686201287708,0.19938930869102478
8.0,1686201293208,0.16589757800102234
9.0,1686201298124,0.172388955950737
10.0,1686201303772,0.20482704043388367
11.0,1686201308685,0.178956538438797
12.0,1686201313608,0.20462903380393982
13.0,1686201318517,0.24003982543945312
