0.0,1687133548504,0.32498784528838265
1.0,1687135225124,0.16271789509941031
2.0,1687136965203,0.2813914531358966
3.0,1687138619073,0.21370962041395683
4.0,1687140344691,0.1706789112477391
5.0,1687142045616,0.16401955568128163
6.0,1687143814502,0.2195731173786852
7.0,1687145409286,0.29593894064978316
8.0,1687147242208,0.23907265094695268
9.0,1687148855620,0.18023752641898613
10.0,1687150701914,0.15234269684663526
11.0,1687152293943,0.17387485145418732
12.0,1687154183709,0.15839073917380087
13.0,1687155794439,0.2013414346233562
14.0,1687157440273,0.150416637322417
15.0,1687159353055,0.270283710901384
16.0,1687161031952,0.15237238713436657
17.0,1687162638741,0.14431454034315216
18.0,1687164291254,0.40347842982521764
19.0,1687166284253,0.2349081113934517
20.0,1687167922403,0.1364913762167648
21.0,1687169540198,0.18413912311748223
22.0,1687171178508,0.13281810738974148
23.0,1687173240948,0.20537836684121025
24.0,1687174931349,0.1938522963060273
25.0,1687176591186,0.14459898502186494
26.0,1687178312653,0.1623652534628356
27.0,1687180043111,0.13302847853413335
28.0,1687181847994,0.1427926062433808
29.0,1687184204090,0.23406119948184048
